W E1 E2
5166.87 3.13034 0.000890995
5172.9 3.13066 0.000739383
5178.92 3.1309 0.000727822
5184.95 3.1311 0.000725485
5190.98 3.13128 0.00072911
5197.01 3.13142 0.000734664
5203.04 3.1315 0.00073774
5209.07 3.1316 0.000616279
5215.1 3.1318 0.000518379
5221.13 3.13197 0.000499055
5227.16 3.13211 0.000476586
5233.18 3.13222 0.000450086
5239.21 3.1323 0.000370297
5245.24 3.13245 0.000261322
5251.27 3.13262 0.000231664
5257.3 3.13273 0.00021252
5263.33 3.13283 0.000146639
5269.36 3.13296 9.22119e-05
5275.39 3.13305 6.88516e-05
5281.42 3.13306 -1.62116e-05
5287.44 3.13318 -0.000168919
5293.47 3.13336 -0.000200125
5299.5 3.13342 -0.000175397
5305.53 3.13339 -0.000232484
5311.56 3.1333 -0.000319835
5317.59 3.13326 -0.000590429
5323.62 3.13328 -0.000899193
5329.65 3.13347 -0.00129374
5335.68 3.13395 -0.00139682
5341.7 3.13403 -0.00122617
5347.73 3.13384 -0.00141564
5353.76 3.13392 -0.00174278
5359.79 3.13408 -0.00195211
5365.82 3.13423 -0.00214622
5371.85 3.13436 -0.00229998
5377.88 3.13448 -0.0024159
5383.91 3.13441 -0.00246052
5389.94 3.13399 -0.00297223
5395.96 3.13418 -0.00385942
5401.99 3.13479 -0.00441857
5408.02 3.13543 -0.00487531
